x                    y                    cluster
-1.5761149371594905 -2.5242606055515417 12
-3.6135443068999344 2.2710850863742125 8
2.4954697758694895 -2.9331147722185427 15
-1.608373001676488 3.753427272218543 6
-1.6103891307084879 4.417489772218543 6
-1.6426471952244905 -3.0138439388845417 12
0.8144093910841828 -3.6877898640840883 14
4.625641081093933 -0.5679600863742147 17
4.006689468190935 2.219001753040212 1
4.020802371415933 -1.1044184197072147 17
-1.8019213887724905 -3.0034272722185418 12
-0.3103771330201841 4.659144030750088 5
-3.4828750356099776 0.9765625000000004 9
4.200616971093978 0.71875 0
-2.9039736254927506 -2.395871444376876 11
4.006689468190935 1.5106684197072118 1
2.243453646837489 -2.8133231055515426 15
-1.9390181629663878 4.466968938884543 6
-3.607495919802935 -0.9429600863742116 10
-1.471276227482488 4.453948105551543 6
4.526850758512934 -0.9012934197072147 17
-0.060377133020184215 -3.052373197417088 13
-1.628534291998488 4.107593938884543 6
-0.2861835846331841 4.844039864084088 5
3.303167173880751 3.057329777709876 2
-3.7812621323839775 0.9479166666670005 9
2.5398246145794894 -2.6726981055515426 15
4.044995919802935 1.8726475863742118 1
1.3789255201161845 4.179977364084087 4
1.2982803588261826 -3.8883106974170882 14
-0.3668287459231841 4.117477364084087 5
4.488923422706978 0.432291666667 0
-1.3765181629664878 4.440927272218543 6
-0.5583610039871842 -3.351852364084088 13
2.249502033934489 -2.6362397722185427 15
3.504780077105751 3.5000381110428758 2
-2.611634915815751 -2.502642277709876 11
2.6688568726434894 -3.4539481055515426 15
0.8144093910841828 -3.5081023640840883 14
4.694568583996977 0.9375 0
0.7801351975359845 4.581019030750088 4
-1.2978891307084905 -3.1440522722185418 12
4.135721726254934 -1.2710850863742147 17
-3.595399145609935 -0.5913975863742116 10
-1.9450665500631905 -3.4044689388845417 12
4.264753984319934 -1.0288975863742147 17
-0.1551351975361842 -3.724248197417088 13
-0.4273126168911842 -3.286748197417088 13
2.818050421030489 4.435718938884543 3
1.1631997136651846 4.638310697417088 4
-1.844260098450488 4.469573105551543 6
-0.3103771330201841 4.432581530750088 5
4.151850758512934 -1.2320225863742147 17
-3.696584713029978 0.9583333333330004 9
3.2588123351707505 2.9453506110428758 2
2.2797439694184893 -2.5424897722185427 15
-1.6890181629664907 -3.0138439388845417 12
-2.9039736254927506 -2.161496444376876 11
-0.3103771330201841 4.594039864084088 5
0.9494900362451846 4.656539864084088 4
-3.607495919802935 -1.0106684197072116 10
4.440157210125934 -1.1747309197072147 17
2.247485904901489 -2.6805106055515426 15
3.8837055972227335 -0.5835850863742147 17
2.5499052597404894 -2.8445731055515426 15
-1.620469775869488 3.891448105551543 6
4.091366887544933 -1.3023350863739147 17
-0.5543287459231843 -3.271123197417088 13
-1.7333730016764906 -3.0060314388845417 12
-0.05231261689118416 -3.2919565307500878 13
0.8265061652781828 -3.3127898640840883 14
-3.6216088230289345 1.9273350863742125 8
-0.2216674556001842 -3.625289864084088 13
-0.3103771330201841 4.341435697417088 5
-3.3232217262549346 1.8570225863742125 8
-3.315157210125935 -1.2841059197072116 10
3.5148607222677497 -2.533892277709877 16
2.253534291998489 -3.2378022722185427 15
3.55719943194475 -2.533892277709877 16
-0.3043287459231841 4.541956530750088 5
-3.8558589065779776 0.7552083333330004 9
4.716746003351978 0.234375 0
4.196584713029978 0.638020833333 0
-0.5462642297941842 -3.724248197417088 13
4.325237855286933 -1.2137934197072147 17
1.3829577781811846 4.802373197417088 4
1.0805384233421846 4.562789864084088 4
-2.9805865287187503 3.2083714443768767 7
-0.2801351975361841 4.122685697417088 5
0.9998932620521828 -3.034144030750088 14
-3.6337055972229346 1.7736892530402124 8
4.103463661738935 1.8726475863742118 1
-3.387737855286935 -1.2867100863739116 10
-3.573600842061978 0.9583333333330004 9
0.8829577781811828 -3.9820606974170882 14
1.0321513265681845 4.567998197417088 4
-2.6801833029127504 2.632850611043177 7
3.430183302912751 3.3750381110428758 2
-0.5523126168911843 -3.1200815307500878 13
2.4289375178054895 -2.9591564388845426 15
2.4228891307084894 4.448739772218543 3
-1.622485904901488 3.940927272218543 6
-3.593383016577935 -0.5158767530402115 10
-3.3171733391579346 2.2268142530402124 8
4.708681487222978 0.268229166667 0
-1.348292356514488 4.435718938884543 6
-2.83139298033175 3.5078506110428767 7
4.006689468190935 1.4533767530405117 1
-1.7192600984504907 -2.7950939388845417 12
1.3748932620521845 4.445602364084087 4
0.7841674556004845 4.317998197417088 4
-3.8518266485129775 0.2187500000000005 9
-3.8135201969009778 0.4869791666670005 9
1.3809416491491846 4.609664864084088 4
-3.3070926939969345 1.5627517530402124 8
-3.8518266485129775 0.8333333333330004 9
0.7821513265682846 4.370081530750088 4
4.361528177867934 -1.2945225863739147 17
4.059108823028934 -1.2085850863742147 17
-1.618453646837488 3.839364772218543 6
-0.5482803588261842 -3.6122690307500878 13
2.259582679095489 -3.1466564388845426 15
3.7184897545257507 3.2812881110428758 2
3.375747819041751 3.231808944376876 2
-0.2660222943101841 4.870081530750088 5
-0.0946513265681842 -3.7919565307500878 13
4.617576564964933 -0.6278559197072147 17
-1.733373001676488 4.456552272218543 6
2.441034291998489 4.417489772218543 3
-3.609512048835935 -1.2137934197072116 10
-3.5873346294809343 1.8518142530402124 8
-2.5370381416217502 3.4479547777098767 7
-3.3030604359319344 2.0887934197072124 8
4.077253984319935 2.333585086374212 1
-3.3252378552869346 1.6434809197072124 8
-3.6925524549649777 0.0703125000000005 9
3.748731690009751 3.2031631110428758 2
3.7809897545257507 3.112017277709876 2
2.4833730016764894 -3.2091564388845426 15
1.0119900362451828 -3.9846648640837583 14
1.3285222943101829 -3.526331530750088 14
-1.618453646837488 4.328948105551543 6
-1.2051471952244905 -3.3966564388845417 12
